item,category,co2_per_unit,unit
BrandA Bicycle,Transport,2.85,km
BrandB Train Ticket,Transport,2.64,km
BrandB Pillow,Household,38.03,piece
GoodFarm Lotion,Personal Care,4.82,piece
GoodFarm Pet Shampoo,Pet Supplies,5.95,piece
BrandA Butter,Dairy,1.5,kg
GoodFarm Phone,Electronics,128.17,piece
GoodFarm Muffin,Bakery,3.11,kg
EcoLife Tomato,Vegetables,1.85,kg
GreenChoice Tea,Beverages,2.49,bottle
BrandC T-shirt,Clothing,9.34,piece
EcoLife Marker,Stationery,4.92,piece
EcoLife Tomato,Vegetables,1.34,piece
GreenChoice Bus Ticket,Transport,3.94,km
HomeEssentials Marker,Stationery,2.34,piece
BrandC Bicycle,Transport,3.06,km
GreenChoice Dog Food,Pet Supplies,1.13,piece
GoodFarm Chair,Household,25.74,piece
BrandA Jeans,Clothing,2.09,piece
EcoLife Bus Ticket,Transport,2.83,liter
BrandC Water,Beverages,1.86,bottle
GreenChoice Grapes,Fruits,0.39,piece
DailyCare Jeans,Clothing,7.36,piece
BrandA Spinach,Vegetables,0.51,piece
BrandB Mango,Fruits,1.26,kg
EcoLife Apple,Fruits,1.77,kg
EcoLife Lamp,Household,30.42,piece
GreenChoice Bagel,Bakery,4.15,kg
EcoLife Pillow,Household,1.46,piece
EcoLife Laptop,Electronics,199.72,piece
NaturePlus Spinach,Vegetables,0.87,kg
GreenChoice Stapler,Stationery,2.68,piece
NaturePlus Tea,Beverages,1.19,bottle
BrandB Bicycle,Transport,2.65,liter
BrandC Water,Beverages,1.38,liter
HomeEssentials Turkey,Meat,15.27,kg
GreenChoice Deodorant,Personal Care,4.66,piece
HomeEssentials Cake,Bakery,1.56,piece
BrandB Tablet,Electronics,182.83,piece
EcoLife Litter,Pet Supplies,7.08,piece
DailyCare Beef,Meat,21.58,kg
EcoLife Pet Shampoo,Pet Supplies,4.55,piece
GreenChoice Lamb,Meat,11.05,kg
HomeEssentials Beans,Food,3.25,piece
BrandC Carrot,Vegetables,1.79,kg
EcoLife Jeans,Clothing,11.08,piece
HomeEssentials Mango,Fruits,1.74,piece
NaturePlus Dog Food,Pet Supplies,4.4,kg
EcoLife Turkey,Meat,14.36,kg
NaturePlus Tomato,Vegetables,1.56,piece
BrandB Diesel,Transport,2.93,km
NaturePlus Diesel,Transport,2.28,km
GreenChoice Soap,Personal Care,1.91,piece
BrandB TV,Electronics,15.6,piece
GreenChoice Tomato,Vegetables,0.07,kg
GreenChoice Marker,Stationery,2.06,piece
DailyCare Bleach,Cleaning,8.77,liter
DailyCare Tomato,Vegetables,1.77,kg
HomeEssentials Coke,Beverages,2.78,liter
GoodFarm TV,Electronics,122.32,piece
DailyCare Soap,Personal Care,3.01,piece
GreenChoice Lamb,Meat,17.7,kg
BrandB Litter,Pet Supplies,3.01,kg
BrandA Toothpaste,Personal Care,0.47,piece
NaturePlus Water,Beverages,2.41,liter
GoodFarm Croissant,Bakery,0.98,kg
BrandA Chair,Household,12.41,piece
GoodFarm Yogurt,Dairy,8.36,kg
EcoLife Pet Toy,Pet Supplies,7.51,piece
DailyCare Paper Pack,Stationery,2.31,piece
GreenChoice Chair,Household,12.82,piece
EcoLife Orange,Fruits,0.62,piece
BrandB Shampoo,Personal Care,2.33,piece
BrandA Cheese,Dairy,3.77,liter
BrandA Cake,Bakery,2.4,piece
GoodFarm Shirt,Clothing,10.64,piece
BrandB Shampoo,Personal Care,2.41,piece
GreenChoice Stapler,Stationery,4.7,piece
BrandB Phone,Electronics,175.67,piece
GoodFarm TV,Electronics,174.87,piece
BrandC Milk,Dairy,8.58,liter
DailyCare Tea,Beverages,0.33,liter
EcoLife Marker,Stationery,1.09,piece
NaturePlus Carrot,Vegetables,1.91,kg
HomeEssentials Deodorant,Personal Care,3.04,piece
EcoLife Stapler,Stationery,2.98,piece
DailyCare Pen,Stationery,4.11,piece
GreenChoice Croissant,Bakery,2.99,kg
DailyCare Stapler,Stationery,0.59,piece
GoodFarm Floor Cleaner,Cleaning,5.62,piece
GreenChoice Floor Cleaner,Cleaning,5.79,piece
HomeEssentials Train Ticket,Transport,4.35,km
BrandB Milk,Dairy,3.82,kg
DailyCare T-shirt,Clothing,10.83,piece
BrandC Lamp,Household,49.05,piece
BrandC Rice,Food,3.38,kg
GoodFarm Floor Cleaner,Cleaning,1.89,kg
NaturePlus Orange,Fruits,0.93,piece
NaturePlus Table,Household,31.14,piece
GoodFarm Table,Household,23.21,piece
BrandC Dish Soap,Cleaning,3.2,kg
HomeEssentials Lamb,Meat,19.13,kg
GoodFarm Water,Beverages,1.51,liter
NaturePlus Turkey,Meat,28.02,kg
GoodFarm Pet Shampoo,Pet Supplies,9.02,kg
BrandA Bleach,Cleaning,5.68,kg
GoodFarm Pillow,Household,21.47,piece
DailyCare Floor Cleaner,Cleaning,1.46,piece
GoodFarm Laptop,Electronics,28.82,piece
BrandC Chicken,Meat,5.93,kg
BrandA Lentils,Food,4.41,piece
DailyCare Pillow,Household,23.69,piece
GoodFarm Shampoo,Personal Care,1.27,piece
HomeEssentials Pen,Stationery,0.42,piece
EcoLife Spinach,Vegetables,0.81,kg
DailyCare Lamb,Meat,21.5,kg
NaturePlus Water,Beverages,2.45,bottle
HomeEssentials Pen,Stationery,1.23,piece
GoodFarm Nuts,Food,4.2,pack
GreenChoice Mango,Fruits,1.76,piece
GreenChoice Spinach,Vegetables,0.38,kg
DailyCare Jeans,Clothing,16.37,piece
NaturePlus Cat Food,Pet Supplies,3.81,kg
DailyCare Diesel,Transport,2.3,liter
GoodFarm Soap,Personal Care,0.47,piece
BrandB Cake,Bakery,2.62,piece
NaturePlus Pork,Meat,13.72,kg
BrandA Sweater,Clothing,9.99,piece
NaturePlus Phone,Electronics,123.02,piece
DailyCare Shirt,Clothing,11.84,piece
GoodFarm Turkey,Meat,27.51,kg
BrandA Pet Toy,Pet Supplies,4.87,piece
GreenChoice Beef,Meat,26.93,kg
BrandA Bicycle,Transport,4.65,km
GreenChoice Sweater,Clothing,8.26,piece
DailyCare Tomato,Vegetables,1.12,kg
GoodFarm Cat Food,Pet Supplies,4.97,piece
GreenChoice Orange,Fruits,0.72,kg
HomeEssentials Beef,Meat,19.83,kg
GreenChoice T-shirt,Clothing,2.01,piece
BrandC TV,Electronics,34.89,piece
BrandB Dog Food,Pet Supplies,8.33,piece
HomeEssentials Bicycle,Transport,1.41,liter
BrandB Coke,Beverages,1.1,liter
HomeEssentials Turkey,Meat,27.54,kg
DailyCare Tomato,Vegetables,1.11,piece
DailyCare Jeans,Clothing,6.15,piece
BrandB T-shirt,Clothing,8.73,piece
GoodFarm Toothpaste,Personal Care,2.94,piece
HomeEssentials Table,Household,21.76,piece
GoodFarm Grapes,Fruits,0.34,kg
GreenChoice Pet Toy,Pet Supplies,4.53,piece
BrandC Butter,Dairy,6.17,liter
HomeEssentials Carrot,Vegetables,1.58,kg
BrandC Rice,Food,1.24,kg
NaturePlus Cat Food,Pet Supplies,6.71,piece
DailyCare Diesel,Transport,0.94,km
GreenChoice Tea,Beverages,1.56,liter
BrandA Headphones,Electronics,24.24,piece
NaturePlus Juice,Beverages,1.04,bottle
NaturePlus Diesel,Transport,1.61,km
BrandA Soap,Personal Care,3.83,piece
BrandB Croissant,Bakery,3.71,kg
EcoLife Toothpaste,Personal Care,2.68,piece
HomeEssentials Lamb,Meat,16.36,kg
GreenChoice Cake,Bakery,2.91,piece
HomeEssentials Stapler,Stationery,1.79,piece
HomeEssentials Croissant,Bakery,2.57,kg
NaturePlus Cheese,Dairy,5.32,liter
GreenChoice Tablet,Electronics,183.55,piece
BrandC Bus Ticket,Transport,0.14,km
BrandC Stapler,Stationery,3.26,piece
BrandC Petrol,Transport,0.5,liter
BrandC Lamb,Meat,14.57,kg
NaturePlus Butter,Dairy,7.27,kg
NaturePlus Milk,Dairy,5.96,kg
EcoLife Butter,Dairy,2.04,liter
BrandC Orange,Fruits,1.24,piece
GreenChoice Turkey,Meat,27.48,kg
BrandA Sweater,Clothing,6.49,piece
GreenChoice Bread,Bakery,2.1,piece
NaturePlus Chicken,Meat,25.81,kg
EcoLife Chicken,Meat,6.28,kg
BrandA Litter,Pet Supplies,5.9,kg
EcoLife Glass Cleaner,Cleaning,6.96,piece
NaturePlus Bagel,Bakery,4.22,kg
HomeEssentials Tea,Beverages,2.6,bottle
NaturePlus Petrol,Transport,4.63,km
DailyCare Coffee,Beverages,0.33,liter
HomeEssentials TV,Electronics,159.39,piece
GreenChoice Cake,Bakery,1.55,piece
DailyCare Banana,Fruits,1.4,kg
HomeEssentials Tea,Beverages,1.28,bottle
BrandB Jeans,Clothing,11.3,piece
BrandC Onion,Vegetables,1.58,kg
BrandA Butter,Dairy,1.56,kg
BrandB Yogurt,Dairy,5.21,liter
GoodFarm Detergent,Cleaning,13.36,kg
NaturePlus Coffee,Beverages,1.01,liter
BrandA Shirt,Clothing,2.85,piece
GoodFarm Coffee,Beverages,2.71,bottle
BrandC Lamb,Meat,12.55,kg
DailyCare Pork,Meat,17.41,kg
NaturePlus Paper Pack,Stationery,0.35,piece
BrandC Potato,Vegetables,0.55,piece
HomeEssentials Cake,Bakery,3.85,piece
BrandB Train Ticket,Transport,3.24,liter
BrandA Bagel,Bakery,4.25,kg
BrandB Shirt,Clothing,11.85,piece
GreenChoice Spinach,Vegetables,0.51,piece
EcoLife Paper Pack,Stationery,3.56,piece
BrandA Stapler,Stationery,4.68,piece
BrandC Lamp,Household,30.04,piece
HomeEssentials T-shirt,Clothing,2.3,piece
DailyCare Pen,Stationery,4.88,piece
DailyCare Grapes,Fruits,1.69,kg
GreenChoice Nuts,Food,4.57,kg
GreenChoice Croissant,Bakery,4.73,piece
BrandB Mango,Fruits,0.4,piece
BrandC Chicken,Meat,20.8,kg
BrandA Pillow,Household,5.5,piece
BrandC Tea,Beverages,2.33,bottle
GoodFarm Turkey,Meat,12.19,kg
GreenChoice Bread,Bakery,3.78,kg
DailyCare Bread,Bakery,3.59,piece
HomeEssentials Oats,Food,2.68,piece
BrandB Pet Toy,Pet Supplies,7.95,piece
NaturePlus Pillow,Household,34.38,piece
NaturePlus Cake,Bakery,1.93,kg
BrandA Banana,Fruits,1.14,kg
BrandA Cheese,Dairy,4.26,kg
BrandB Lamp,Household,11.38,piece
HomeEssentials Coke,Beverages,0.64,liter
BrandA Nuts,Food,3.93,kg
NaturePlus Tea,Beverages,1.07,liter
GoodFarm Lamb,Meat,26.78,kg
BrandC Coke,Beverages,2.09,liter
BrandC Petrol,Transport,1.88,km
GoodFarm Pen,Stationery,4.37,piece
NaturePlus Shirt,Clothing,8.43,piece
DailyCare Orange,Fruits,1.05,piece
BrandC Shampoo,Personal Care,2.77,piece
DailyCare Carrot,Vegetables,1.57,kg
GreenChoice Tablet,Electronics,75.73,piece
BrandB Diesel,Transport,4.79,liter
BrandB Coke,Beverages,2.61,liter
GoodFarm Headphones,Electronics,39.04,piece
DailyCare Floor Cleaner,Cleaning,5.79,liter
NaturePlus Beans,Food,2.13,pack
BrandC Phone,Electronics,110.7,piece
GoodFarm Oats,Food,3.25,piece
BrandC Dog Food,Pet Supplies,2.52,kg
EcoLife Marker,Stationery,0.25,piece
GoodFarm Potato,Vegetables,0.29,kg
BrandA Chair,Household,27.59,piece
DailyCare Table,Household,29.41,piece
GoodFarm Lamp,Household,0.87,piece
BrandA Cream,Dairy,8.47,kg
BrandB Glass Cleaner,Cleaning,8.83,liter
GoodFarm Beef,Meat,8.46,kg
BrandB Mattress,Household,4.22,piece
DailyCare TV,Electronics,192.53,piece
GoodFarm Notebook,Stationery,1.76,piece
GreenChoice Bread,Bakery,1.98,piece
NaturePlus Water,Beverages,0.77,liter
BrandC Cat Food,Pet Supplies,8.15,piece
BrandA Floor Cleaner,Cleaning,8.02,liter
DailyCare Train Ticket,Transport,3.15,km
BrandC Cream,Dairy,1.95,liter
BrandC Mango,Fruits,1.91,piece
BrandA Jacket,Clothing,15.09,piece
GoodFarm Grapes,Fruits,0.26,kg
EcoLife Butter,Dairy,7.15,liter
BrandC Cake,Bakery,2.0,kg
NaturePlus Mattress,Household,22.98,piece
GreenChoice Water,Beverages,0.23,liter
BrandA Water,Beverages,1.93,liter
GreenChoice Carrot,Vegetables,0.42,kg
BrandC Bleach,Cleaning,5.12,piece
HomeEssentials Jeans,Clothing,19.79,piece
GreenChoice Beef,Meat,21.08,kg
GreenChoice Mattress,Household,21.9,piece
EcoLife Butter,Dairy,7.57,liter
BrandC Dog Food,Pet Supplies,0.83,piece
DailyCare Beans,Food,4.08,kg
BrandC Pet Toy,Pet Supplies,4.66,piece
HomeEssentials Orange,Fruits,0.92,piece
BrandB Pork,Meat,29.7,kg
GoodFarm Nuts,Food,1.52,kg
DailyCare Milk,Dairy,8.62,liter
BrandC Butter,Dairy,4.55,kg
EcoLife Beans,Food,4.17,kg
DailyCare Table,Household,26.8,piece
BrandA Sweater,Clothing,13.61,piece
HomeEssentials Dish Soap,Cleaning,1.68,piece
BrandA Coffee,Beverages,0.35,bottle
DailyCare Sweater,Clothing,13.82,piece
BrandB Rice,Food,3.32,pack
DailyCare Butter,Dairy,9.3,liter
BrandA T-shirt,Clothing,6.67,piece
BrandA Bagel,Bakery,2.03,kg
BrandA Beef,Meat,22.29,kg
BrandA Train Ticket,Transport,2.74,km
DailyCare Croissant,Bakery,2.86,kg
EcoLife Chair,Household,17.83,piece
BrandC Tomato,Vegetables,0.14,kg
BrandA Litter,Pet Supplies,3.96,piece
BrandC Beef,Meat,12.27,kg
BrandA Butter,Dairy,2.39,liter
GreenChoice Carrot,Vegetables,1.68,kg
GreenChoice Onion,Vegetables,1.31,kg
BrandC Chair,Household,22.28,piece
BrandA Laptop,Electronics,41.65,piece
GoodFarm Deodorant,Personal Care,3.16,piece
HomeEssentials Mattress,Household,24.65,piece
BrandA Stapler,Stationery,3.73,piece
GoodFarm Lamp,Household,40.59,piece
GoodFarm Jeans,Clothing,11.82,piece
EcoLife Oats,Food,1.83,pack
HomeEssentials Juice,Beverages,2.24,bottle
BrandC Rice,Food,2.43,piece
EcoLife Jeans,Clothing,19.71,piece
BrandA Coke,Beverages,2.74,liter
EcoLife Tea,Beverages,1.48,bottle
HomeEssentials Mango,Fruits,1.5,kg
GreenChoice Pork,Meat,14.23,kg
HomeEssentials Chair,Household,44.11,piece
BrandC Potato,Vegetables,1.92,kg
HomeEssentials Lamp,Household,41.46,piece
GoodFarm Pillow,Household,38.76,piece
BrandA Onion,Vegetables,0.65,kg
EcoLife Dish Soap,Cleaning,5.6,liter
EcoLife Nuts,Food,3.21,piece
BrandA Shirt,Clothing,5.83,piece
BrandC Beans,Food,1.42,kg
EcoLife Oats,Food,3.72,pack
HomeEssentials Bleach,Cleaning,9.6,liter
BrandA Deodorant,Personal Care,3.18,piece
HomeEssentials Croissant,Bakery,0.7,piece
BrandA Chicken,Meat,13.3,kg
BrandA Chair,Household,21.53,piece
GoodFarm Spinach,Vegetables,1.01,kg
NaturePlus Pet Toy,Pet Supplies,2.33,piece
BrandB Jacket,Clothing,6.21,piece
EcoLife Coke,Beverages,2.04,liter
BrandC Cheese,Dairy,8.4,liter
BrandB Bread,Bakery,4.65,piece
GoodFarm Mattress,Household,24.49,piece
GreenChoice Pillow,Household,8.38,piece
DailyCare Jeans,Clothing,13.82,piece
GreenChoice Pen,Stationery,3.48,piece
NaturePlus Rice,Food,1.48,piece
BrandC Toothpaste,Personal Care,3.4,piece
NaturePlus Shirt,Clothing,14.82,piece
NaturePlus Muffin,Bakery,3.06,kg
BrandC Coke,Beverages,1.69,liter
HomeEssentials Tomato,Vegetables,0.58,piece
BrandA Stapler,Stationery,4.45,piece
BrandC Lotion,Personal Care,1.99,piece
GreenChoice Lentils,Food,3.64,pack
GreenChoice Water,Beverages,1.68,bottle
BrandA Chicken,Meat,13.28,kg
BrandA Soap,Personal Care,3.34,piece
EcoLife Litter,Pet Supplies,0.97,kg
EcoLife Train Ticket,Transport,2.74,km
EcoLife Yogurt,Dairy,6.03,kg
BrandC Chicken,Meat,14.7,kg
HomeEssentials TV,Electronics,182.82,piece
BrandC Carrot,Vegetables,1.24,kg
HomeEssentials Petrol,Transport,1.01,liter
GoodFarm Glass Cleaner,Cleaning,14.58,piece
DailyCare Water,Beverages,1.26,bottle
BrandA Detergent,Cleaning,12.28,kg
BrandC Cream,Dairy,2.15,liter
GreenChoice Marker,Stationery,1.33,piece
EcoLife Pen,Stationery,4.62,piece
BrandA Sweater,Clothing,7.76,piece
EcoLife Apple,Fruits,1.43,kg
BrandA Mango,Fruits,1.08,kg
EcoLife Yogurt,Dairy,7.98,kg
EcoLife Phone,Electronics,161.39,piece
EcoLife Spinach,Vegetables,0.63,kg
BrandA Shirt,Clothing,8.33,piece
NaturePlus Jeans,Clothing,7.62,piece
HomeEssentials T-shirt,Clothing,13.09,piece
HomeEssentials Paper Pack,Stationery,0.6,piece
NaturePlus Shampoo,Personal Care,1.81,piece
NaturePlus Jacket,Clothing,16.5,piece
BrandC Beef,Meat,11.53,kg
NaturePlus Deodorant,Personal Care,3.75,piece
NaturePlus Chair,Household,10.05,piece
DailyCare Orange,Fruits,0.43,kg
NaturePlus Pen,Stationery,1.8,piece
HomeEssentials Marker,Stationery,3.39,piece
BrandA Glass Cleaner,Cleaning,9.35,piece
DailyCare Detergent,Cleaning,5.69,kg
BrandB Jacket,Clothing,19.5,piece
HomeEssentials Jeans,Clothing,9.79,piece
BrandC Carrot,Vegetables,1.97,kg
BrandA Banana,Fruits,0.45,kg
BrandC Muffin,Bakery,1.85,piece
BrandA Dog Food,Pet Supplies,8.38,piece
GreenChoice Bread,Bakery,4.85,piece
DailyCare Diesel,Transport,2.28,liter
GoodFarm Train Ticket,Transport,2.07,liter
BrandA Dog Food,Pet Supplies,8.66,piece
BrandB Headphones,Electronics,92.94,piece
DailyCare Dog Food,Pet Supplies,7.58,kg
BrandB Pasta,Food,3.06,pack
GreenChoice Bread,Bakery,4.71,piece
GoodFarm Cake,Bakery,1.71,piece
GreenChoice Oats,Food,3.91,kg
BrandB Tomato,Vegetables,1.71,kg
BrandA Tablet,Electronics,121.58,piece
GreenChoice Rice,Food,4.27,piece
DailyCare Petrol,Transport,1.32,km
HomeEssentials Cat Food,Pet Supplies,2.84,piece
GreenChoice Dish Soap,Cleaning,3.2,liter
BrandB Detergent,Cleaning,3.13,liter
GreenChoice Banana,Fruits,1.46,piece
BrandC Tea,Beverages,1.47,liter
GreenChoice Potato,Vegetables,0.14,piece
GoodFarm T-shirt,Clothing,3.73,piece
GreenChoice Dish Soap,Cleaning,14.92,liter
BrandB Beans,Food,2.97,kg
NaturePlus Pillow,Household,20.38,piece
EcoLife Chair,Household,46.86,piece
DailyCare Jeans,Clothing,2.58,piece
NaturePlus Bicycle,Transport,1.84,liter
BrandC Cat Food,Pet Supplies,8.41,kg
EcoLife Table,Household,36.64,piece
GoodFarm Lamb,Meat,26.91,kg
GreenChoice Chair,Household,4.13,piece
DailyCare Phone,Electronics,137.13,piece
BrandC Beef,Meat,14.52,kg
EcoLife Bread,Bakery,3.31,kg
BrandA Bagel,Bakery,0.56,kg
BrandA Bus Ticket,Transport,3.19,liter
DailyCare TV,Electronics,178.66,piece
GreenChoice Detergent,Cleaning,14.0,piece
EcoLife Petrol,Transport,1.97,km
GreenChoice Shirt,Clothing,5.07,piece
DailyCare Pet Toy,Pet Supplies,6.33,piece
DailyCare Soap,Personal Care,4.6,piece
NaturePlus Beef,Meat,25.94,kg
EcoLife Detergent,Cleaning,8.09,kg
NaturePlus Bagel,Bakery,1.99,kg
BrandC Marker,Stationery,2.27,piece
HomeEssentials Shirt,Clothing,17.89,piece
BrandA Water,Beverages,2.9,liter
GreenChoice Mattress,Household,15.54,piece
BrandB Lamb,Meat,26.78,kg
BrandA Mango,Fruits,0.34,piece
GoodFarm Phone,Electronics,127.98,piece
BrandC Glass Cleaner,Cleaning,9.88,piece
BrandC Coke,Beverages,0.57,bottle
BrandA TV,Electronics,29.29,piece
NaturePlus Rice,Food,3.59,piece
HomeEssentials Petrol,Transport,4.33,liter
EcoLife Oats,Food,3.85,kg
GoodFarm Rice,Food,2.01,pack
GreenChoice Paper Pack,Stationery,4.33,piece
HomeEssentials Mattress,Household,17.1,piece
BrandB Pillow,Household,2.68,piece
GreenChoice Dog Food,Pet Supplies,4.37,piece
GreenChoice Apple,Fruits,1.94,kg
DailyCare Turkey,Meat,17.24,kg
GoodFarm Petrol,Transport,0.66,km
DailyCare Phone,Electronics,161.37,piece
BrandB Nuts,Food,0.77,kg
GreenChoice Potato,Vegetables,1.67,kg
NaturePlus Glass Cleaner,Cleaning,12.2,liter
GoodFarm Yogurt,Dairy,2.9,kg
NaturePlus Cheese,Dairy,2.71,kg
DailyCare Pet Shampoo,Pet Supplies,9.78,piece
BrandA Phone,Electronics,21.99,piece
GoodFarm Stapler,Stationery,4.74,piece
GoodFarm Litter,Pet Supplies,2.13,kg
BrandA Lentils,Food,2.49,piece
BrandC Deodorant,Personal Care,4.58,piece
DailyCare Water,Beverages,2.09,bottle
BrandA Potato,Vegetables,1.18,kg
EcoLife Detergent,Cleaning,7.39,kg
BrandA Mattress,Household,12.8,piece
GreenChoice Tea,Beverages,0.96,liter
BrandA Sweater,Clothing,2.67,piece
HomeEssentials Cheese,Dairy,8.8,liter
GreenChoice Cheese,Dairy,0.7,kg
DailyCare Litter,Pet Supplies,6.6,piece
EcoLife Tea,Beverages,1.49,liter
EcoLife Coffee,Beverages,1.06,bottle
NaturePlus Dog Food,Pet Supplies,0.9,piece
NaturePlus Cat Food,Pet Supplies,9.79,kg
BrandB Notebook,Stationery,3.83,piece
EcoLife Bread,Bakery,1.48,piece
BrandA Toothpaste,Personal Care,0.44,piece
BrandA Lotion,Personal Care,1.44,piece
NaturePlus Rice,Food,4.41,piece
BrandB Juice,Beverages,0.59,bottle
BrandA Table,Household,47.04,piece
HomeEssentials Coke,Beverages,2.91,bottle
BrandB Onion,Vegetables,0.05,piece
GreenChoice Pet Shampoo,Pet Supplies,4.19,kg
NaturePlus Banana,Fruits,1.43,kg
GreenChoice Pasta,Food,3.45,piece
DailyCare Jacket,Clothing,18.53,piece
GreenChoice Tablet,Electronics,15.47,piece
NaturePlus Deodorant,Personal Care,4.96,piece
BrandA Jacket,Clothing,12.82,piece
BrandB Rice,Food,3.44,kg
HomeEssentials Pet Shampoo,Pet Supplies,1.97,piece
BrandA Table,Household,42.48,piece
EcoLife Apple,Fruits,1.96,kg
GoodFarm Deodorant,Personal Care,4.32,piece
HomeEssentials Jeans,Clothing,18.55,piece
DailyCare Jeans,Clothing,6.93,piece
GoodFarm Lamp,Household,33.06,piece
GreenChoice Mattress,Household,8.69,piece
BrandB Lamp,Household,5.38,piece
HomeEssentials T-shirt,Clothing,13.17,piece
BrandB Pillow,Household,29.55,piece
BrandC Lamb,Meat,9.04,kg
BrandB Marker,Stationery,1.11,piece
BrandB Mango,Fruits,0.67,kg
HomeEssentials Butter,Dairy,7.25,kg
GoodFarm Turkey,Meat,10.87,kg
EcoLife Jacket,Clothing,4.06,piece
EcoLife Laptop,Electronics,77.87,piece
GreenChoice Apple,Fruits,0.61,piece
BrandA Pork,Meat,14.01,kg
HomeEssentials Banana,Fruits,0.8,piece
EcoLife Coffee,Beverages,1.38,liter
DailyCare Pen,Stationery,3.93,piece
DailyCare Dish Soap,Cleaning,2.33,kg
GoodFarm Lamb,Meat,25.55,kg
BrandB Diesel,Transport,4.74,liter
NaturePlus Cake,Bakery,0.87,piece
BrandC Paper Pack,Stationery,4.78,piece
GreenChoice Jeans,Clothing,3.15,piece
DailyCare Tea,Beverages,1.8,liter
BrandB TV,Electronics,10.5,piece
NaturePlus T-shirt,Clothing,18.01,piece
BrandA Water,Beverages,1.21,liter
DailyCare Water,Beverages,2.63,bottle
BrandC Coke,Beverages,1.37,bottle
GoodFarm Turkey,Meat,29.56,kg
DailyCare Lotion,Personal Care,2.07,piece
GoodFarm Potato,Vegetables,0.78,kg
BrandC T-shirt,Clothing,2.14,piece
BrandC Milk,Dairy,7.16,kg
BrandA Floor Cleaner,Cleaning,11.9,piece
BrandB Nuts,Food,1.9,pack
NaturePlus Bus Ticket,Transport,4.03,liter
GreenChoice Milk,Dairy,1.25,liter
BrandA Beef,Meat,13.33,kg
BrandA Turkey,Meat,29.81,kg
GreenChoice Pet Shampoo,Pet Supplies,2.95,kg
DailyCare Cat Food,Pet Supplies,3.73,piece
BrandA T-shirt,Clothing,11.17,piece
GoodFarm Notebook,Stationery,1.84,piece
HomeEssentials Spinach,Vegetables,1.12,kg
HomeEssentials Tomato,Vegetables,0.1,piece
BrandA Oats,Food,0.46,piece
EcoLife Pillow,Household,6.74,piece
NaturePlus Apple,Fruits,0.11,kg
GreenChoice Laptop,Electronics,152.96,piece
BrandB Litter,Pet Supplies,1.5,kg
BrandA Shirt,Clothing,18.13,piece
BrandB Onion,Vegetables,0.76,piece
BrandA Coke,Beverages,2.23,bottle
BrandB Water,Beverages,1.21,liter
GreenChoice Rice,Food,3.72,piece
BrandA Carrot,Vegetables,0.61,piece
NaturePlus Potato,Vegetables,1.77,piece
NaturePlus Petrol,Transport,3.56,km
NaturePlus Pen,Stationery,1.52,piece
HomeEssentials Beans,Food,4.23,kg
BrandC Milk,Dairy,7.79,liter
GreenChoice Mango,Fruits,1.39,piece
EcoLife Train Ticket,Transport,3.29,km
DailyCare Butter,Dairy,2.64,kg
NaturePlus Oats,Food,3.91,pack
NaturePlus Detergent,Cleaning,3.4,liter
GoodFarm TV,Electronics,35.14,piece
EcoLife Train Ticket,Transport,1.52,liter
GoodFarm Dish Soap,Cleaning,5.82,piece
NaturePlus Pillow,Household,26.99,piece
GreenChoice Onion,Vegetables,1.86,piece
GreenChoice Water,Beverages,1.92,liter
BrandC Table,Household,36.74,piece
GoodFarm T-shirt,Clothing,6.86,piece
BrandB Phone,Electronics,94.48,piece
EcoLife Train Ticket,Transport,4.75,liter
HomeEssentials Soap,Personal Care,4.77,piece
DailyCare Lamp,Household,34.63,piece
BrandC Notebook,Stationery,4.64,piece
BrandC Rice,Food,3.49,kg
BrandA Soap,Personal Care,3.64,piece
EcoLife Bus Ticket,Transport,2.14,km
GreenChoice Cake,Bakery,1.47,kg
EcoLife Mattress,Household,9.17,piece
NaturePlus Onion,Vegetables,1.79,kg
NaturePlus TV,Electronics,189.04,piece
BrandB Laptop,Electronics,62.23,piece
GreenChoice Deodorant,Personal Care,0.24,piece
EcoLife Milk,Dairy,2.19,kg
GreenChoice Floor Cleaner,Cleaning,12.55,piece
BrandA Bagel,Bakery,1.63,piece
GreenChoice Dish Soap,Cleaning,14.61,piece
BrandB Onion,Vegetables,1.36,piece
BrandC Pet Toy,Pet Supplies,4.58,piece
