item,category,co2_per_unit,unit
GoodFarm Onion,Vegetables,0.89,kg
BrandA Water,Beverages,1.7,liter
NaturePlus Apple,Fruits,1.77,piece
NaturePlus T-shirt,Clothing,7.38,piece
BrandA Coke,Beverages,2.26,liter
BrandC Coke,Beverages,1.5,liter
EcoLife Tea,Beverages,1.97,liter
BrandA Beef,Meat,11.29,kg
BrandC Headphones,Electronics,40.7,piece
EcoLife Water,Beverages,0.82,liter
BrandA Tea,Beverages,2.73,bottle
BrandA Cake,Bakery,1.79,kg
EcoLife Yogurt,Dairy,6.27,liter
BrandA Phone,Electronics,75.98,piece
GoodFarm Apple,Fruits,1.09,kg
BrandC Orange,Fruits,0.83,piece
EcoLife Toothpaste,Personal Care,3.12,piece
GoodFarm Coffee,Beverages,0.78,bottle
GoodFarm Rice,Food,4.15,kg
BrandA Potato,Vegetables,0.8,piece
BrandA Carrot,Vegetables,0.63,kg
GoodFarm Water,Beverages,0.27,bottle
EcoLife Yogurt,Dairy,3.19,kg
EcoLife Rice,Food,3.79,piece
EcoLife Potato,Vegetables,0.63,piece
BrandA Yogurt,Dairy,9.4,kg
EcoLife Onion,Vegetables,1.78,piece
NaturePlus Jacket,Clothing,18.55,piece
BrandB Muffin,Bakery,3.1,piece
BrandC Orange,Fruits,1.34,kg
BrandA Onion,Vegetables,1.22,kg
NaturePlus Sweater,Clothing,9.57,piece
BrandA Phone,Electronics,11.72,piece
NaturePlus Beef,Meat,12.19,kg
BrandB TV,Electronics,197.42,piece
BrandA Lentils,Food,1.12,pack
NaturePlus Spinach,Vegetables,1.08,piece
GoodFarm Cream,Dairy,7.36,liter
GoodFarm Coffee,Beverages,2.13,bottle
GoodFarm Pasta,Food,4.22,pack
GoodFarm Chicken,Meat,28.62,kg
BrandA Yogurt,Dairy,6.83,liter
BrandA Juice,Beverages,1.56,bottle
BrandC Bagel,Bakery,2.76,piece
BrandC Cheese,Dairy,4.07,liter
GoodFarm Lamb,Meat,18.42,kg
NaturePlus Bread,Bakery,1.8,kg
BrandB Cream,Dairy,8.25,liter
BrandB Croissant,Bakery,2.29,piece
BrandC Turkey,Meat,7.0,kg
BrandB Phone,Electronics,145.15,piece
GoodFarm Lentils,Food,1.64,piece
NaturePlus Tea,Beverages,2.26,liter
GoodFarm Lentils,Food,4.33,kg
GoodFarm Toothpaste,Personal Care,4.77,piece
BrandB Pork,Meat,13.3,kg
BrandC Bagel,Bakery,4.77,kg
BrandB Sweater,Clothing,5.98,piece
BrandC Laptop,Electronics,132.79,piece
BrandB Croissant,Bakery,4.88,piece
GoodFarm Bagel,Bakery,1.54,piece
NaturePlus Coffee,Beverages,1.18,bottle
BrandC Chicken,Meat,25.48,kg
BrandB Muffin,Bakery,0.51,kg
BrandA Bread,Bakery,1.66,piece
NaturePlus Spinach,Vegetables,1.07,kg
BrandA Phone,Electronics,14.49,piece
EcoLife Muffin,Bakery,1.54,piece
GoodFarm Oats,Food,3.64,kg
GoodFarm Cheese,Dairy,5.53,kg
EcoLife Coffee,Beverages,1.19,liter
NaturePlus Jeans,Clothing,18.09,piece
NaturePlus Rice,Food,1.6,piece
GoodFarm Jeans,Clothing,4.63,piece
NaturePlus Turkey,Meat,13.08,kg
BrandC Bagel,Bakery,0.94,piece
NaturePlus Potato,Vegetables,0.69,piece
GoodFarm Tea,Beverages,1.92,bottle
NaturePlus Rice,Food,4.37,piece
NaturePlus Shirt,Clothing,13.37,piece
NaturePlus Sweater,Clothing,9.54,piece
NaturePlus Cake,Bakery,4.19,kg
BrandC Bread,Bakery,2.01,kg
EcoLife Pork,Meat,12.54,kg
BrandB Grapes,Fruits,1.14,kg
BrandB Water,Beverages,2.35,liter
BrandC Tea,Beverages,2.99,liter
BrandC Shampoo,Personal Care,1.01,piece
BrandB Butter,Dairy,0.9,kg
BrandB Cheese,Dairy,6.89,kg
BrandC Chicken,Meat,9.16,kg
GoodFarm Pork,Meat,11.52,kg
BrandB Pork,Meat,7.34,kg
BrandA Spinach,Vegetables,0.23,kg
BrandA Phone,Electronics,59.8,piece
EcoLife Lotion,Personal Care,2.52,piece
BrandA Shirt,Clothing,14.6,piece
BrandB Phone,Electronics,143.82,piece
NaturePlus Lotion,Personal Care,1.38,piece
GoodFarm Jeans,Clothing,7.33,piece
BrandB T-shirt,Clothing,9.41,piece
NaturePlus Pork,Meat,19.65,kg
EcoLife Soap,Personal Care,0.46,piece
BrandC Yogurt,Dairy,6.06,kg
EcoLife Onion,Vegetables,0.17,piece
BrandA Tomato,Vegetables,0.68,piece
BrandA Bagel,Bakery,1.58,piece
NaturePlus Bread,Bakery,0.51,piece
EcoLife Beef,Meat,23.17,kg
BrandB Carrot,Vegetables,1.65,piece
EcoLife Lentils,Food,2.02,kg
BrandC Carrot,Vegetables,0.07,kg
EcoLife Lamb,Meat,19.1,kg
GoodFarm Beef,Meat,23.16,kg
BrandA Pork,Meat,9.85,kg
BrandB Lamb,Meat,18.91,kg
GoodFarm Soap,Personal Care,0.86,piece
NaturePlus Water,Beverages,0.97,liter
BrandA Tea,Beverages,2.86,liter
BrandC Turkey,Meat,18.72,kg
BrandB Shampoo,Personal Care,1.88,piece
NaturePlus Milk,Dairy,4.48,kg
BrandB Lamb,Meat,29.22,kg
EcoLife Yogurt,Dairy,3.17,kg
BrandB Mango,Fruits,1.99,piece
BrandA Pork,Meat,27.76,kg
NaturePlus Lotion,Personal Care,4.48,piece
NaturePlus Potato,Vegetables,1.97,kg
BrandA Beef,Meat,15.52,kg
BrandA Potato,Vegetables,1.52,piece
GoodFarm Cream,Dairy,9.01,kg
BrandB Muffin,Bakery,4.88,kg
BrandA Pasta,Food,3.37,pack
BrandB Coke,Beverages,2.09,liter
BrandC Pork,Meat,28.5,kg
GoodFarm Tablet,Electronics,116.02,piece
NaturePlus Muffin,Bakery,2.04,piece
NaturePlus Sweater,Clothing,5.67,piece
BrandB Phone,Electronics,159.69,piece
BrandC Cake,Bakery,1.24,piece
GoodFarm Tablet,Electronics,94.3,piece
BrandC Cake,Bakery,1.19,piece
BrandA Coke,Beverages,2.24,liter
GoodFarm Cream,Dairy,5.54,liter
NaturePlus Mango,Fruits,1.72,kg
EcoLife Cheese,Dairy,4.85,liter
NaturePlus Croissant,Bakery,2.18,piece
BrandC Headphones,Electronics,195.23,piece
NaturePlus Phone,Electronics,43.6,piece
NaturePlus Potato,Vegetables,0.09,kg
BrandC Sweater,Clothing,18.07,piece
GoodFarm Tea,Beverages,2.48,bottle
NaturePlus Juice,Beverages,1.13,bottle
NaturePlus Potato,Vegetables,1.45,piece
BrandA Banana,Fruits,1.72,kg
NaturePlus Milk,Dairy,5.49,liter
BrandB Orange,Fruits,0.79,kg
EcoLife Lentils,Food,0.71,piece
EcoLife Potato,Vegetables,0.99,piece
BrandC Onion,Vegetables,0.56,kg
EcoLife Cheese,Dairy,2.43,kg
GoodFarm Beans,Food,2.63,pack
EcoLife Banana,Fruits,0.97,piece
NaturePlus Coke,Beverages,2.41,bottle
BrandC Bagel,Bakery,3.65,kg
BrandB Chicken,Meat,12.68,kg
BrandA Milk,Dairy,4.74,kg
BrandB Coffee,Beverages,2.83,bottle
GoodFarm Yogurt,Dairy,6.9,kg
GoodFarm TV,Electronics,20.94,piece
BrandC Phone,Electronics,185.87,piece
EcoLife Phone,Electronics,45.67,piece
BrandB Apple,Fruits,0.94,kg
EcoLife Yogurt,Dairy,8.18,liter
EcoLife Onion,Vegetables,0.06,piece
BrandC Banana,Fruits,0.38,kg
GoodFarm Tea,Beverages,1.7,bottle
GoodFarm Grapes,Fruits,1.76,piece
BrandC Bagel,Bakery,2.03,piece
NaturePlus Spinach,Vegetables,0.55,kg
BrandB Tablet,Electronics,85.9,piece
BrandA Apple,Fruits,1.61,kg
BrandB Spinach,Vegetables,1.76,kg
GoodFarm Laptop,Electronics,37.98,piece
BrandC Coffee,Beverages,0.75,bottle
GoodFarm Croissant,Bakery,3.01,piece
EcoLife Soap,Personal Care,4.94,piece
BrandA Laptop,Electronics,89.9,piece
BrandB Soap,Personal Care,3.7,piece
GoodFarm Rice,Food,1.16,kg
BrandA Bread,Bakery,2.2,piece
GoodFarm Water,Beverages,2.65,bottle
EcoLife Coke,Beverages,1.45,liter
EcoLife Carrot,Vegetables,1.82,piece
NaturePlus Potato,Vegetables,0.25,piece
GoodFarm Pork,Meat,5.04,kg
EcoLife Shampoo,Personal Care,2.99,piece
NaturePlus Banana,Fruits,0.32,kg
NaturePlus TV,Electronics,144.27,piece
BrandB Sweater,Clothing,17.62,piece
BrandC Croissant,Bakery,1.48,piece
EcoLife Milk,Dairy,8.55,liter
BrandC Headphones,Electronics,124.49,piece
BrandB Cream,Dairy,9.2,liter
BrandA Soap,Personal Care,0.92,piece
NaturePlus Lentils,Food,0.64,kg
BrandB Beans,Food,4.05,kg
EcoLife Carrot,Vegetables,1.23,kg
GoodFarm Soap,Personal Care,3.85,piece
EcoLife Beans,Food,3.07,pack
BrandC Sweater,Clothing,10.0,piece
NaturePlus Coke,Beverages,1.36,bottle
EcoLife Beans,Food,1.12,piece
EcoLife Toothpaste,Personal Care,3.41,piece
BrandA Potato,Vegetables,1.85,kg
BrandC Laptop,Electronics,68.18,piece
BrandB Coke,Beverages,0.62,bottle
BrandC Yogurt,Dairy,1.62,liter
EcoLife Apple,Fruits,1.73,kg
EcoLife Juice,Beverages,0.75,liter
BrandA Tomato,Vegetables,0.76,kg
GoodFarm Coffee,Beverages,1.49,bottle
GoodFarm Coke,Beverages,1.6,liter
GoodFarm Pork,Meat,29.3,kg
NaturePlus Tablet,Electronics,58.99,piece
NaturePlus Croissant,Bakery,2.24,piece
EcoLife Milk,Dairy,5.35,liter
EcoLife Headphones,Electronics,100.6,piece
GoodFarm Jacket,Clothing,7.6,piece
BrandC Cake,Bakery,0.59,piece
EcoLife T-shirt,Clothing,5.33,piece
EcoLife Tablet,Electronics,172.91,piece
BrandB Tablet,Electronics,119.28,piece
BrandB Rice,Food,4.87,piece
BrandA Carrot,Vegetables,1.05,piece
EcoLife Lentils,Food,3.45,piece
BrandB Carrot,Vegetables,1.24,piece
EcoLife Lentils,Food,1.41,kg
EcoLife Tomato,Vegetables,1.52,kg
GoodFarm Tomato,Vegetables,1.48,kg
BrandC Milk,Dairy,9.37,liter
NaturePlus Yogurt,Dairy,6.43,liter
GoodFarm Coffee,Beverages,0.32,liter
BrandC Tomato,Vegetables,0.96,piece
NaturePlus Carrot,Vegetables,1.71,kg
BrandB Grapes,Fruits,0.65,piece
BrandC Deodorant,Personal Care,3.04,piece
BrandB Beef,Meat,25.66,kg
GoodFarm Tablet,Electronics,127.3,piece
BrandC Soap,Personal Care,0.32,piece
BrandA Laptop,Electronics,143.35,piece
NaturePlus Orange,Fruits,0.93,kg
BrandC Beef,Meat,28.15,kg
EcoLife Toothpaste,Personal Care,0.16,piece
BrandB Coffee,Beverages,2.07,liter
BrandA Soap,Personal Care,1.72,piece
GoodFarm Beans,Food,3.08,pack
BrandB Cream,Dairy,7.35,kg
BrandA Cake,Bakery,4.67,piece
GoodFarm Lamb,Meat,28.39,kg
BrandA Onion,Vegetables,0.76,kg
GoodFarm TV,Electronics,157.14,piece
GoodFarm Soap,Personal Care,0.54,piece
GoodFarm Butter,Dairy,6.21,kg
EcoLife Mango,Fruits,1.75,kg
EcoLife Jacket,Clothing,16.99,piece
BrandB Milk,Dairy,3.52,liter
EcoLife Grapes,Fruits,0.73,piece
GoodFarm Tablet,Electronics,118.24,piece
GoodFarm Pork,Meat,17.2,kg
EcoLife Yogurt,Dairy,7.36,kg
BrandB Potato,Vegetables,0.71,piece
BrandC Water,Beverages,2.4,liter
EcoLife Cheese,Dairy,4.51,liter
GoodFarm Onion,Vegetables,1.47,kg
BrandC Pasta,Food,2.64,kg
BrandB Banana,Fruits,0.49,kg
EcoLife Laptop,Electronics,192.76,piece
BrandC Juice,Beverages,1.98,bottle
BrandA Yogurt,Dairy,3.33,kg
BrandC Croissant,Bakery,4.17,kg
BrandA Cream,Dairy,3.4,kg
BrandA Lamb,Meat,5.11,kg
BrandA Mango,Fruits,0.27,piece
BrandB Lotion,Personal Care,1.96,piece
NaturePlus Potato,Vegetables,1.27,piece
EcoLife Laptop,Electronics,76.06,piece
EcoLife Orange,Fruits,0.77,kg
BrandB Butter,Dairy,5.13,kg
GoodFarm Coke,Beverages,0.4,bottle
EcoLife Lentils,Food,0.88,kg
BrandB Shampoo,Personal Care,0.95,piece
EcoLife Bagel,Bakery,1.36,kg
NaturePlus Tomato,Vegetables,0.15,kg
BrandA Cheese,Dairy,2.65,kg
EcoLife Coffee,Beverages,2.52,liter
GoodFarm Water,Beverages,0.7,bottle
GoodFarm Potato,Vegetables,1.36,piece
BrandC Milk,Dairy,8.18,kg
BrandC Jacket,Clothing,15.21,piece
EcoLife Rice,Food,1.67,piece
EcoLife Laptop,Electronics,103.71,piece
BrandC Tea,Beverages,2.83,liter
BrandB Spinach,Vegetables,1.22,kg
BrandA Yogurt,Dairy,5.85,kg
BrandA Rice,Food,2.57,kg
EcoLife Laptop,Electronics,88.1,piece
GoodFarm Muffin,Bakery,0.51,kg
GoodFarm Headphones,Electronics,81.17,piece
BrandA Butter,Dairy,4.91,liter
BrandB Jeans,Clothing,13.41,piece
BrandC Tea,Beverages,0.93,bottle
BrandA Rice,Food,0.5,kg
EcoLife Cake,Bakery,1.56,piece
NaturePlus Beef,Meat,23.9,kg
BrandA Water,Beverages,2.69,liter
BrandB Lentils,Food,0.28,pack
EcoLife Rice,Food,0.3,piece
BrandA Soap,Personal Care,3.95,piece
NaturePlus Lentils,Food,4.49,piece
BrandA Rice,Food,3.07,kg
NaturePlus Shampoo,Personal Care,3.26,piece
BrandA Banana,Fruits,1.02,kg
BrandA Butter,Dairy,1.61,liter
EcoLife Chicken,Meat,27.89,kg
BrandA Tea,Beverages,2.77,liter
BrandC T-shirt,Clothing,11.62,piece
BrandB Mango,Fruits,0.96,kg
EcoLife Chicken,Meat,27.17,kg
NaturePlus Pork,Meat,21.48,kg
NaturePlus Tea,Beverages,1.25,bottle
GoodFarm Banana,Fruits,0.59,kg
BrandC Muffin,Bakery,3.06,kg
BrandA Lotion,Personal Care,3.93,piece
EcoLife TV,Electronics,110.86,piece
BrandB Headphones,Electronics,118.64,piece
NaturePlus Jacket,Clothing,15.92,piece
NaturePlus Deodorant,Personal Care,2.74,piece
BrandC Pasta,Food,2.31,kg
BrandB Deodorant,Personal Care,3.84,piece
EcoLife Pork,Meat,27.33,kg
BrandB Lentils,Food,0.36,kg
EcoLife Apple,Fruits,1.89,piece
BrandA Bread,Bakery,4.02,kg
NaturePlus Carrot,Vegetables,0.22,piece
GoodFarm Rice,Food,2.1,pack
BrandB Sweater,Clothing,9.44,piece
BrandA Muffin,Bakery,1.83,piece
GoodFarm Juice,Beverages,1.01,bottle
BrandA Bagel,Bakery,1.17,piece
BrandA Phone,Electronics,50.95,piece
BrandA Orange,Fruits,0.53,piece
BrandC Phone,Electronics,36.59,piece
NaturePlus Lotion,Personal Care,3.98,piece
NaturePlus Beans,Food,1.13,kg
BrandA Turkey,Meat,8.79,kg
BrandB Pork,Meat,6.04,kg
BrandA Yogurt,Dairy,3.04,kg
GoodFarm Jeans,Clothing,14.11,piece
BrandA Bread,Bakery,1.69,piece
EcoLife Sweater,Clothing,5.35,piece
BrandC Spinach,Vegetables,1.65,piece
BrandC Croissant,Bakery,2.21,piece
NaturePlus Cake,Bakery,0.93,kg
EcoLife Chicken,Meat,27.98,kg
BrandB Beans,Food,1.76,kg
BrandA Cheese,Dairy,9.89,kg
NaturePlus Phone,Electronics,110.5,piece
BrandA Bread,Bakery,3.33,piece
GoodFarm Muffin,Bakery,1.41,piece
NaturePlus Apple,Fruits,0.49,piece
BrandC Sweater,Clothing,12.98,piece
EcoLife Coke,Beverages,1.35,bottle
BrandB Turkey,Meat,22.38,kg
BrandC Yogurt,Dairy,5.63,kg
EcoLife Potato,Vegetables,1.6,kg
BrandC Tea,Beverages,2.63,liter
GoodFarm Toothpaste,Personal Care,4.26,piece
BrandC Water,Beverages,1.46,bottle
NaturePlus Lamb,Meat,26.98,kg
BrandC Yogurt,Dairy,0.52,kg
BrandA Bagel,Bakery,0.65,piece
BrandB Jacket,Clothing,6.02,piece
EcoLife T-shirt,Clothing,16.45,piece
EcoLife Apple,Fruits,1.01,kg
GoodFarm TV,Electronics,101.51,piece
EcoLife Chicken,Meat,13.9,kg
NaturePlus Mango,Fruits,1.17,piece
GoodFarm Toothpaste,Personal Care,0.21,piece
BrandB Chicken,Meat,24.77,kg
BrandC TV,Electronics,132.05,piece
BrandC Banana,Fruits,0.52,kg
BrandB Bread,Bakery,1.96,piece
GoodFarm Tomato,Vegetables,0.67,kg
EcoLife Rice,Food,3.03,piece
NaturePlus Pasta,Food,0.32,piece
BrandA Water,Beverages,0.68,bottle
NaturePlus Muffin,Bakery,4.3,piece
BrandC Soap,Personal Care,2.43,piece
BrandA Lentils,Food,3.29,piece
BrandA Jacket,Clothing,19.24,piece
NaturePlus Rice,Food,1.77,piece
NaturePlus Tea,Beverages,2.98,bottle
BrandC Carrot,Vegetables,0.54,kg
BrandC Orange,Fruits,1.53,kg
NaturePlus Onion,Vegetables,0.27,piece
GoodFarm Milk,Dairy,9.83,liter
BrandA Pork,Meat,17.06,kg
NaturePlus Tomato,Vegetables,0.92,piece
GoodFarm Coffee,Beverages,0.95,liter
EcoLife Yogurt,Dairy,8.12,kg
BrandB T-shirt,Clothing,2.85,piece
EcoLife Headphones,Electronics,157.2,piece
BrandC Lamb,Meat,13.12,kg
GoodFarm Lotion,Personal Care,4.67,piece
BrandC Sweater,Clothing,12.76,piece
GoodFarm Tomato,Vegetables,0.42,kg
BrandC Coke,Beverages,0.59,liter
GoodFarm Lotion,Personal Care,4.65,piece
BrandC Sweater,Clothing,15.29,piece
BrandC Cheese,Dairy,2.67,kg
GoodFarm Juice,Beverages,0.23,liter
BrandA Beans,Food,0.25,kg
BrandC Turkey,Meat,8.03,kg
BrandB Mango,Fruits,0.16,kg
NaturePlus Shirt,Clothing,18.05,piece
BrandA Coke,Beverages,2.57,liter
BrandC Tablet,Electronics,165.96,piece
NaturePlus Muffin,Bakery,2.82,kg
BrandB Carrot,Vegetables,1.57,kg
BrandA Toothpaste,Personal Care,4.08,piece
GoodFarm Laptop,Electronics,54.22,piece
NaturePlus Beef,Meat,23.57,kg
NaturePlus Cream,Dairy,1.16,kg
GoodFarm Turkey,Meat,15.37,kg
BrandA Croissant,Bakery,0.51,piece
GoodFarm Tea,Beverages,0.48,bottle
NaturePlus Beef,Meat,20.48,kg
GoodFarm Juice,Beverages,0.53,liter
NaturePlus Orange,Fruits,0.42,piece
BrandC Lotion,Personal Care,2.98,piece
GoodFarm Rice,Food,3.32,kg
BrandA Laptop,Electronics,115.03,piece
BrandB Cream,Dairy,4.15,kg
BrandB Spinach,Vegetables,0.84,piece
BrandA Muffin,Bakery,4.3,piece
NaturePlus Cake,Bakery,0.45,kg
BrandC Cake,Bakery,1.55,piece
BrandB Jacket,Clothing,2.65,piece
NaturePlus Cheese,Dairy,4.81,liter
BrandC Spinach,Vegetables,0.28,piece
GoodFarm Banana,Fruits,0.77,piece
NaturePlus Pork,Meat,5.95,kg
EcoLife Jacket,Clothing,19.01,piece
EcoLife Laptop,Electronics,119.96,piece
BrandB Oats,Food,4.03,pack
NaturePlus T-shirt,Clothing,8.66,piece
BrandA Mango,Fruits,1.05,piece
BrandA Beef,Meat,5.98,kg
NaturePlus Lamb,Meat,7.13,kg
NaturePlus Potato,Vegetables,0.46,piece
BrandB Lamb,Meat,6.03,kg
BrandA Mango,Fruits,0.72,piece
BrandB Banana,Fruits,1.26,piece
EcoLife Banana,Fruits,1.16,piece
BrandB Pasta,Food,0.11,kg
BrandB Coke,Beverages,2.6,bottle
BrandB Shirt,Clothing,15.36,piece
NaturePlus Phone,Electronics,117.32,piece
NaturePlus Beef,Meat,17.08,kg
GoodFarm T-shirt,Clothing,18.36,piece
BrandB Banana,Fruits,0.81,kg
BrandB Yogurt,Dairy,4.03,liter
BrandA Cake,Bakery,4.64,piece
EcoLife Coffee,Beverages,0.77,liter
BrandB Soap,Personal Care,2.39,piece
EcoLife Jacket,Clothing,4.15,piece
BrandA Mango,Fruits,0.34,kg
BrandB Grapes,Fruits,1.86,piece
NaturePlus Beans,Food,1.42,piece
EcoLife Grapes,Fruits,0.58,kg
NaturePlus Tomato,Vegetables,1.16,kg
BrandB Beef,Meat,9.38,kg
BrandA Soap,Personal Care,2.32,piece
NaturePlus Turkey,Meat,23.44,kg
GoodFarm Juice,Beverages,2.02,bottle
BrandB Bread,Bakery,2.18,kg
BrandC Pasta,Food,3.28,pack
GoodFarm Sweater,Clothing,11.37,piece
GoodFarm Cake,Bakery,0.64,piece
NaturePlus Lentils,Food,4.75,piece
BrandB Milk,Dairy,8.96,liter
BrandB Laptop,Electronics,135.1,piece
GoodFarm Grapes,Fruits,0.68,piece
NaturePlus Shirt,Clothing,7.82,piece
BrandA T-shirt,Clothing,8.88,piece
BrandC T-shirt,Clothing,7.37,piece
BrandA Deodorant,Personal Care,1.17,piece
EcoLife Grapes,Fruits,0.79,piece
GoodFarm Laptop,Electronics,187.63,piece
BrandA Lamb,Meat,27.53,kg
NaturePlus Rice,Food,2.26,piece
BrandC Croissant,Bakery,3.14,piece
GoodFarm Carrot,Vegetables,1.1,kg
GoodFarm Soap,Personal Care,2.86,piece
GoodFarm Cream,Dairy,2.07,liter
GoodFarm Muffin,Bakery,3.22,kg
BrandA Chicken,Meat,24.25,kg
BrandA Pork,Meat,11.78,kg
BrandC Soap,Personal Care,1.48,piece
NaturePlus Beef,Meat,11.19,kg
NaturePlus Pasta,Food,1.28,pack
BrandC Potato,Vegetables,1.63,kg
EcoLife Turkey,Meat,11.63,kg
NaturePlus Tomato,Vegetables,0.67,piece
BrandC Coffee,Beverages,2.44,bottle
BrandB T-shirt,Clothing,15.27,piece
BrandC Mango,Fruits,0.42,kg
EcoLife Grapes,Fruits,0.58,kg
BrandB Jacket,Clothing,16.44,piece
BrandB Lotion,Personal Care,3.1,piece
BrandC TV,Electronics,48.1,piece
NaturePlus Orange,Fruits,1.73,piece
GoodFarm Onion,Vegetables,0.86,piece
GoodFarm Tablet,Electronics,99.72,piece
BrandB Tea,Beverages,1.51,liter
BrandB Milk,Dairy,3.89,kg
GoodFarm Butter,Dairy,4.01,liter
BrandA Juice,Beverages,1.93,liter
NaturePlus Beans,Food,0.38,kg
GoodFarm Cake,Bakery,1.04,piece
BrandA Cream,Dairy,1.51,kg
BrandA Soap,Personal Care,3.02,piece
BrandC Tea,Beverages,1.54,bottle
BrandB Pork,Meat,28.84,kg
BrandA Coke,Beverages,0.88,liter
NaturePlus Cake,Bakery,3.58,piece
GoodFarm Milk,Dairy,9.47,liter
NaturePlus Tablet,Electronics,148.17,piece
BrandC Headphones,Electronics,183.23,piece
BrandC Beans,Food,4.44,kg
NaturePlus TV,Electronics,26.17,piece
NaturePlus Onion,Vegetables,0.53,kg
BrandA Muffin,Bakery,2.34,kg
EcoLife Coffee,Beverages,0.37,bottle
GoodFarm Rice,Food,4.68,pack
EcoLife Carrot,Vegetables,0.34,piece
BrandB Coffee,Beverages,0.65,liter
BrandA Rice,Food,3.78,pack
NaturePlus Oats,Food,1.02,pack
EcoLife Shampoo,Personal Care,1.45,piece
BrandC Muffin,Bakery,3.06,kg
GoodFarm Pasta,Food,2.71,piece
NaturePlus Tea,Beverages,0.89,bottle
BrandA Orange,Fruits,0.17,piece
BrandA Muffin,Bakery,2.09,piece
BrandC Shampoo,Personal Care,0.45,piece
NaturePlus Coffee,Beverages,0.54,bottle
GoodFarm Pork,Meat,15.37,kg
BrandB Bagel,Bakery,3.34,piece
EcoLife Bagel,Bakery,2.8,kg
NaturePlus Rice,Food,3.28,pack
BrandC Shampoo,Personal Care,2.75,piece
EcoLife Onion,Vegetables,1.84,kg
GoodFarm Soap,Personal Care,3.62,piece
GoodFarm Coffee,Beverages,1.72,bottle
BrandC TV,Electronics,48.03,piece
EcoLife Toothpaste,Personal Care,2.63,piece
EcoLife Grapes,Fruits,0.21,piece
BrandC Bread,Bakery,0.51,piece
GoodFarm Bread,Bakery,4.25,piece
EcoLife Turkey,Meat,16.31,kg
NaturePlus Mango,Fruits,0.67,piece
NaturePlus Butter,Dairy,6.09,liter
BrandC Tablet,Electronics,16.73,piece
BrandB Spinach,Vegetables,0.59,kg
BrandB Lotion,Personal Care,3.97,piece
BrandB Headphones,Electronics,117.03,piece
NaturePlus Yogurt,Dairy,9.81,kg
BrandA Carrot,Vegetables,1.8,kg
EcoLife Shirt,Clothing,8.04,piece
BrandC Coffee,Beverages,1.78,bottle
EcoLife Headphones,Electronics,54.89,piece
NaturePlus Grapes,Fruits,0.14,kg
BrandB Potato,Vegetables,1.59,kg
BrandA Muffin,Bakery,4.36,kg
BrandA Butter,Dairy,2.47,liter
NaturePlus Soap,Personal Care,3.74,piece
NaturePlus Butter,Dairy,4.93,liter
GoodFarm Bread,Bakery,1.98,kg
EcoLife Beans,Food,0.55,pack
BrandB Yogurt,Dairy,1.88,liter
BrandB T-shirt,Clothing,15.1,piece
GoodFarm Spinach,Vegetables,0.74,piece
BrandB Deodorant,Personal Care,3.31,piece
NaturePlus T-shirt,Clothing,9.45,piece
BrandA Shirt,Clothing,12.87,piece
GoodFarm Lentils,Food,1.09,piece
NaturePlus Lotion,Personal Care,1.6,piece
BrandC Beans,Food,3.56,pack
NaturePlus Tea,Beverages,1.53,bottle
BrandA Banana,Fruits,0.38,kg
BrandC Sweater,Clothing,7.26,piece
GoodFarm Milk,Dairy,9.23,liter
EcoLife Mango,Fruits,0.6,kg
BrandC Bagel,Bakery,4.42,kg
GoodFarm Potato,Vegetables,1.57,piece
BrandC Phone,Electronics,37.61,piece
BrandB Cream,Dairy,6.99,liter
EcoLife Water,Beverages,1.78,liter
GoodFarm Pasta,Food,1.0,kg
BrandC Yogurt,Dairy,8.61,kg
NaturePlus Carrot,Vegetables,1.62,kg
EcoLife T-shirt,Clothing,5.24,piece
BrandC Coffee,Beverages,2.03,bottle
BrandB Milk,Dairy,3.76,kg
EcoLife Shampoo,Personal Care,3.72,piece
BrandB Grapes,Fruits,0.82,piece
GoodFarm Phone,Electronics,181.68,piece
BrandC TV,Electronics,96.05,piece
BrandC Water,Beverages,1.07,bottle
BrandB Muffin,Bakery,1.17,kg
BrandC Phone,Electronics,66.86,piece
BrandC Coke,Beverages,0.41,liter
NaturePlus Coke,Beverages,2.29,bottle
BrandB Phone,Electronics,45.81,piece
BrandB Bagel,Bakery,0.51,kg
BrandA Shampoo,Personal Care,4.62,piece
BrandA Muffin,Bakery,2.59,piece
BrandC TV,Electronics,136.43,piece
BrandB Banana,Fruits,1.21,kg
BrandB Sweater,Clothing,9.27,piece
EcoLife Beans,Food,1.15,piece
BrandC Croissant,Bakery,3.39,kg
BrandC T-shirt,Clothing,8.95,piece
BrandB Pasta,Food,3.92,kg
BrandC Lamb,Meat,26.84,kg
BrandB Rice,Food,1.92,pack
GoodFarm Croissant,Bakery,1.77,kg
GoodFarm Banana,Fruits,1.98,piece
EcoLife Cheese,Dairy,8.16,kg
GoodFarm Sweater,Clothing,7.27,piece
EcoLife Headphones,Electronics,141.26,piece
BrandC Soap,Personal Care,4.56,piece
NaturePlus Bagel,Bakery,4.87,piece
EcoLife Milk,Dairy,8.27,liter
BrandC Bagel,Bakery,0.55,kg
BrandB Shirt,Clothing,15.2,piece
NaturePlus Phone,Electronics,11.01,piece
BrandC Oats,Food,2.33,piece
GoodFarm Onion,Vegetables,0.2,piece
GoodFarm Cheese,Dairy,8.46,liter
GoodFarm Shampoo,Personal Care,2.81,piece
